primaryAccession	start	stop	submitted_path	submitted_name	ncbi_taxonid
CP011489	1113803	1116858	"Bacteria;Actinobacteria;"	Actinobacteria bacterium IMCC26256	1650658
CP011491	4304700	4307820	"Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;"	Mycolicibacterium vaccae 95051	1354275
CP011492	6130983	6134139	"Bacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces sp. CNQ-509	444103
CP011494	1481119	1484030	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;"	Marinobacter psychrophilus	330734
CP023449	968425	971235	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus;"	Rhizorhabdus dicambivorans	1850238
CP023454	3290844	3293665	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;"	Rhodobacteraceae bacterium QY30	2033435
CP023464	37520	40404	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;"	Pseudoalteromonas atlantica	288
CP023465	1068202	1071083	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;"	Lysobacter capsici	435897
CP011501	5293470	5296360	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;"	Pandoraea apista	93218
CP011502	2620224	2623368	"Bacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;"	Aeromicrobium erythreum	2041
CP023466	6453503	6456418	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas frederiksbergensis	104087
CP023467	244719	247619	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Dickeya;"	Dickeya dadantii	204038
CP011507	4186395	4189310	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas trivialis	200450
CP011509	5232865	5235842	"Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;Archangiaceae;Archangium;"	Archangium gephyra	48
CP023474	5949851	5952788	"Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;"	Brevibacillus brevis X23	1200792
CP011512	5267661	5270593	"Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;"	Paenibacillus peoriae	59893
CP023481	4055721	4058655	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus glycinifermentans	1664069
CP011515	259443	262339	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Mitsuaria;"	Mitsuaria sp. 7	1658665
CP023484	242785	245688	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Dickeya;"	Dickeya sp. Secpp 1600	2037915
CP011516	4089819	4092756	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Edwardsiella;"	Edwardsiella sp. LADL05-105	1650654
CP011522	7374418	7377569	"Bacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces sp. CFMR 7	1649184
CP023497	1476372	1479300	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;"	Staphylococcus simulans	1286
CP011525	5992292	5995208	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas sp. JY-Q	1338689
CP011526	2173971	2176896	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;"	Staphylococcus aureus subsp. aureus DSM 20231	1241616
CP023499	1902375	1905268	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;"	Burkholderia thailandensis	57975
CP011530	1576857	1579971	"Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacteroides;"	Mycobacterium immunogenum	83262
CP023501	1615484	1618400	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;"	Weissella paramesenteroides	1249
CP011531	4795135	4798026	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;"	Bacteroides dorei CL03T12C01	997877
CP023507	2024356	2027258	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus oralis	1303
CP011533	7750992	7754111	"Bacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces noursei ATCC 11455	316284
CP023510	1303806	1306897	"Bacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;"	Rothia mucilaginosa	43675
CP011536	1711456	1714379	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;"	Lactobacillus fermentum 3872	1381124
CP023512	4454848	4457860	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;"	Salmonella enterica subsp. enterica serovar Saintpaul	90105
CP023515	2963484	2966398	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;"	Enterococcus sp. FDAARGOS_375	2060307
CP011541	2535009	2538069	"Bacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"	Corynebacterium epidermidicanis	1050174
CP011542	3267580	3270674	"Bacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"	Corynebacterium mustelae	571915
CP011545	2619776	2622856	"Bacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"	Corynebacterium testudinoris	136857
CP011546	2332902	2335959	"Bacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"	Corynebacterium uterequi	1072256
CP023521	2315266	2318157	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;"	Burkholderia cepacia	292
CP011564	1974022	1976919	"Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Halobacteriales;Halobacteriaceae;Halanaeroarchaeum;"	Halanaeroarchaeum sulfurireducens	1604004
CP023523	3360406	3363305	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;"	Burkholderia gladioli pv. gladioli	32009
CP011566	5745721	5748609	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas sp. DR 5-09	1534110
CP023525	5018453	5021386	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cedecea;"	Cedecea neteri	158822
CP011567	5794505	5797394	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas sp. GR 6-02	1659194
CP011568	1827975	1830866	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;"	Pandoraea thiooxydans	445709
CP023529	4304179	4307115	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia;"	Lelliottia amnigena	61646
CP023536	1889885	1892815	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;"	Providencia alcalifaciens	126385
CP023537	544264	547153	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;"	Ralstonia pickettii	329
CP023540	1983345	1986110	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;"	Chryseobacterium sp. 6424	2039166
CP023541	4435847	4438771	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;"	Escherichia coli O104:H21 str. CFSAN002236	1335303
CP023550	108828	111693	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;"	Rhodobacter sp. CZR27	2033869
CP011602	5164075	5166997	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;unclassified Enterobacterales;Phytobacter;"	Phytobacter ursingii	1972431
CP023558	3403890	3406803	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;"	Pseudoalteromonas marina	267375
CP023559	827150	830021	"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Salinicola;"	Salinicola tamaricis	1771309
CP023563	2843783	2846854	"Bacteria;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;"	Brachybacterium sp. VM2412	2017484
CP023564	3314794	3317863	"Bacteria;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;"	Brachybacterium ginsengisoli	1331682
CP023566	2216602	2219520	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;"	Lactobacillus murinus	1622
CP023567	3959365	3962387	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;"	Erwinia pyrifoliae	79967
CP011664	5786967	5790115	"Bacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces sp. Mg1	465541
CP023643	2099377	2102307	"Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Brochothrix;"	Brochothrix thermosphacta	2756
CP023656	3123411	3126327	"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;"	Halomonas hydrothermalis	115561
CP023657	2766070	2768809	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;"	Acetobacter pomorum	65959
CP023663	759959	762846	"Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Mycoplasma;"	Mycoplasmopsis bovis	28903
CP023664	13347	16260	"Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Cycloclasticus;"	Cycloclasticus sp. PY97N	728003
CP023669	4529741	4532632	"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;"	Methylomonas koyamae	702114
CP023671	2165418	2168325	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;"	Clostridium septicum	1504
CP023682	1920520	1923305	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;"	Zymomonas mobilis	120045
CP023687	5046580	5049473	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;"	Acidovorax citrulli	80869
CP023704	2961891	2964829	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus thermoamylovorans	35841
CP023705	2382726	2385531	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;"	Sphingomonas melonis	152682
CP023708	1493476	1496616	"Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	Mycobacterium sp. 3/86Rv	2041046
CP023715	1914521	1917306	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;"	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	264203
CP023720	5659267	5662424	"Bacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;"	Rhodococcus sp. H-CA8f	1727214
CP023731	78823	81616	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma;"	Anaplasma marginale	770
CP023736	471880	474796	"Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;"	Mesoplasma florum	2151
CP023737	2063544	2066392	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus;"	Methylosinus trichosporium OB3b	595536
CP023746	3520863	3523638	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;"	Elizabethkingia miricola	172045
CP011770	128021	130828	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus;"	Croceicoccus naphthovorans	1348774
CP011773	4647619	4650747	"Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	Mycobacterium sp. EPa45	1545728
CP011774	55617	58491	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;"	Limnohabitans sp. 63ED37-2	1678128
CP023777	2053992	2056884	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;"	Chitinophaga caeni	2029983
CP011786	1516861	1519925	"Bacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;"	Bifidobacterium actinocoloniiforme DSM 22766	1437605
CP023778	8371778	8374917	"Bacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia;"	Nocardia terpenica	455432
CP011787	461626	464561	"Bacteria;Proteobacteria;Gammaproteobacteria;Candidatus Baumannia;"	Candidatus Baumannia cicadellinicola	186490
CP011797	3590442	3593443	"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Reinekea;"	Reinekea forsetii	1336806
CP011800	199058	201951	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella;"	Xylella taiwanensis	1444770
CP011801	1277230	1280234	"Bacteria;Nitrospirae;Nitrospirales;Nitrospiraceae;Nitrospira;"	Nitrospira moscoviensis	42253
CP023817	4492863	4495778	"Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;"	Aeromonas sp. CU5	2033033
CP011802	3985315	3988243	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus atrophaeus UCMB-5137	1239783
CP023818	1979215	1982133	"Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;"	Aeromonas sp. CA23	2033032
CP023860	458851	461759	"Bacteria;Proteobacteria;Gammaproteobacteria;Candidatus Thioglobus;"	Candidatus Thioglobus singularis	1427364
CP011803	5075488	5078390	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;"	Clostridium carboxidivorans P7	536227
CP023864	1566210	1569111	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;"	Prevotella jejuni	1177574
CP011805	1838866	1841660	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;"	Altererythrobacter marensis	543877
CP011807	4877908	4880798	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;"	Pandoraea faecigallinarum	656179
CP011827	5015091	5017985	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;"	Xanthomonas citri pv. citri	611301
CP011832	2856733	2859658	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;"	Geobacillus sp. 12AMOR1	1629723
CP011834	61186	64062	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;"	Limnohabitans sp. 103DPR2	1678129
CP011835	2922023	2924935	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter;"	Azotobacter chroococcum	353
CP011849	2996628	2999544	"Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Piscirickettsia;"	Piscirickettsia salmonis LF-89 = ATCC VR-1361	1227812
CP011853	2499870	2503013	"Bacteria;Actinobacteria;Corynebacteriales;Gordoniaceae;Gordonia;"	Gordonia phthalatica	1136941
CP011855	658855	661769	"Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;"	Spiroplasma atrichopogonis	1114980
CP011856	759977	762890	"Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;"	Spiroplasma eriocheiris	315358
CP023956	3507258	3510194	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;"	Serratia fonticola	47917
CP011859	1484706	1487454	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Riemerella;"	Riemerella anatipestifer	34085
CP011862	6133086	6136194	"Bacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;"	Pseudonocardia sp. AL041005-10	445576
CP011863	4649534	4652462	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex;"	Enterobacter asburiae	61645
CP023964	4866993	4869924	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;"	Yersinia frederiksenii	29484
CP023965	3820050	3823253	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;"	Proteus vulgaris	585
CP011868	3989432	3992546	"Bacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;"	Pseudonocardia sp. HH130629-09	1641402
CP023966	2168468	2171390	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;"	Staphylococcus capitis	29388
CP023968	1	4888827	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;"	Chryseobacterium indologenes	253
CP011883	3005398	3008519	"Bacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	Mycobacterium haemophilum DSM 44634	1202450
CP011913	2413586	2416693	"Bacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"	Corynebacterium ulcerans FRC58	1408268
CP023969	5934002	5936916	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas sp. FDAARGOS_380	2018067
CP011914	3959865	3962787	"Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;"	Eubacterium limosum	1736
CP011919	425501	428394	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;"	Burkholderia cenocepacia	95486
CP011921	1799808	1802692	"Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;"	Francisella noatunensis subsp. orientalis FNO12	1390363
CP011922	1799911	1802794	"Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;"	Francisella noatunensis subsp. orientalis FNO24	1449091
CP023970	2538134	2541057	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;"	Staphylococcus lugdunensis	28035
CP011927	1	5952682	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Labrenzia;"	Labrenzia sp. CP4	1674922
CP011929	3748229	3751139	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;"	Marinobacter sp. CP1	1671721
CP023992	6967858	6970977	"Bacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces malaysiensis	92644
CP023994	995949	999066	"Bacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Aurantimicrobium;"	Aurantimicrobium sp. MWH-Mo1	1987356
CP024011	2519126	2522044	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;"	Acinetobacter sp. LoGeW2-3	1808001
CP024014	706987	709933	"Archaea;Thaumarchaeota;Nitrososphaeria;Candidatus Nitrosocaldales;Candidatus Nitrosocaldaceae;Candidatus Nitrosocaldus;"	Candidatus Nitrosocaldus islandicus	2045011
CP011934	1069307	1072273	"Bacteria;Spirochaetes;Leptospirales;Leptospiraceae;Leptospira;"	Leptospira interrogans serovar Manilae	214675
CP024029	4087621	4090515	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium;"	Chromobacterium violaceum	536
CP024034	173885	176628	"Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Candidatus Fonsibacter;"	Candidatus Fonsibacter ubiquis	1925548
CP011940	2405561	2408472	"Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;"	Megasphaera hexanoica	1675036
CP024037	5978	8911	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus aryabhattai	412384
CP011941	1771186	1774052	"Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;"	Synechococcus sp. WH 8020	32052
CP024047	3363180	3366089	"Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Natrialbales;Natrialbaceae;Natronolimnobius;"	Natronolimnobius sp. AArc1	2044521
CP024049	802026	804915	"Bacteria;Tenericutes;Mollicutes;Mycoplasmataceae;Mycoplasma;"	Mycoplasmopsis bovirhinis	29553
CP024051	3948228	3951157	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus atrophaeus	1452
CP011947	2858909	2861776	"Archaea;Euryarchaeota;Stenosarchaea group;Halobacteria;Haloferacales;Haloferacaceae;Haloferax;"	Haloferax gibbonsii	35746
CP024052	5599695	5602828	"Bacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora sp. WMMA2032	2039870
CP024057	8894	11772	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;"	Xanthomonas citri pv. anacardii CFBP 2913	1437881
CP011962	522034	524930	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;"	Xanthomonas oryzae pv. oryzicola	129394
CP024081	3050103	3053018	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"	Pseudomonas sp. s211(2017)	2045200
CP024084	991909	994850	"Bacteria;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;"	Chlamydia abortus	83555
CP011966	6113577	6116490	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;"	Clostridium beijerinckii NRRL B-598	1428454
CP011967	4168870	4171798	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;"	Salmonella enterica subsp. enterica serovar Paratyphi A	54388
CP011968	3967115	3970010	"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridioides;"	Clostridioides difficile ATCC 9689 = DSM 1296	1121308
