Taxa_Name	Taxa_Rank
Chlamydoselachidae	family
Chlamydoselachus	genus
Chimaeridae	family
Hydrolagus	genus
Sinipercidae	family
Siniperca	genus
Atherinopsidae	family
Menidiinae	subfamily
Menidia	genus
Stegastes	genus
Cladistia	class
Polypteriformes	order
Polypteridae	family
Polypterus	genus
Castoridae	family
Castor	genus
Pantherinae	subfamily
Panthera	genus
Muscicapidae	family
Ficedula	genus
Asteroschematidae	family
Asteroschema	genus
Ophiocreas	genus
Ophiologimus	genus
Ophiophrura	genus
Ophioleucinae	subfamily
Ophiernus	genus
Ophioleuce	genus
Amphiophiura	genus
Ophiocten	genus
Ophiophycis	genus
Ophiopleura	genus
Ophiura	genus
Amphiura	genus
Microphiopholis	genus
Ophiocentrus	genus
Ophiophragmus	genus
Ophiactis	genus
Clarkcoma	genus
Ophiacanthidae	family
Ophiacantha	genus
Ophiolimna	genus
Ophiomoeris	genus
Ophioplinthaca	genus
Ophiotreta	genus
Ophiochitonidae	family
Ophioplax	genus
Bathypectinura	genus
Ophiopeza	genus
Ophioceres	genus
Ophiocypris	genus
Ophiolepis	genus
Monachocrinus	genus
Crinometra	genus
Cenometra	genus
Cosmiometra	genus
Mackerrastrongylus	genus
Tachynema	genus
Dromaeostrongylus	genus
Ollulanus	genus
Cooperia	genus
Libyostrongylus	genus
Camelostrongylus	genus
Graphidium	genus
Hyostrongylus	genus
Teladorsagia	genus
Globocephaloidinae	subfamily
Amphicephaloides	genus
Globocephaloides	genus
Beveridgiella	genus
Paraustrostrongylus	genus
Patricialina	genus
Sutarostrongylus	genus
Woolleya	genus
Odilia	genus
Peramelistrongylus	genus
Speleorchestes	genus
Scutacaridae	family
Archidispus	genus
Tarsocheyloidea	superfamily
Tarsocheylidae	family
unclassified Tarsocheylidae	no rank
Raoiella	genus
Cunaxidae	family
Parabonzia	genus
unclassified Cunaxidae	no rank
Eriophyoidea	superfamily
Diptilomiopidae	family
Quadracus	genus
Phytoptidae	family
Loboquintus	genus
Novophytoptus	genus
Oziella	genus
Trisetacus	genus
Cillibidae	family
Cilliba	genus
Ulwembua	genus
Laperousea	genus
unclassified Euctenizidae	no rank
Pionothele	genus
Chapulobunus	genus
Chinquipellobunus	genus
Huasteca	genus
Mexotroglinus	genus
Paramitraceras	genus
Philora	genus
Potosa	genus
Forsteropsalis	genus
Mangatangi	genus
unclassified Neopilionidae	no rank
unclassified Neobisiidae	no rank
Symphyla	class
Scutigerellidae	family
Hanseniella	genus
Scutigerella	genus
Daphnia laevis group	species group
Neobrachiella	genus
Salmincola	genus
Echthrogaleus	genus
Sphyrion	genus
Hyperiidea	suborder
Physocephalata	infraorder
Phronimoidea	superfamily
Hyperiidae	family
Parathemisto	genus
Pseudisotoma	genus
Archisotoma	genus
Pseudachorutes	genus
Philopotamoidea	superfamily
Stenopsychidae	family
Stenopsychinae	subfamily
Stenopsyche	genus
unclassified Phryganeidae	no rank
Neorhizobius	genus
Carinophloeus	genus
Dysmerus	genus
Rhabdophloeus	genus
Brassicogethes	genus
Telephanus	genus
Ahasverus	genus
Airaphilus	genus
Cathartosilvanus	genus
Cathartus	genus
Parasilvanus	genus
Silvanops	genus
Anomalorhina	genus
Callistethus	genus
Platycoelia	genus
Tomomyzinae	subfamily
Paracosmus	genus
Hilarimorphidae	family
Apystomyia	genus
Hilarimorpha	genus
Mythicomyiidae	family
Mythicomyia	genus
Ocoidae	family
Ocoa	genus
Ironomyiidae	family
Ironomyia	genus
Conicera	genus
Phora	genus
Platypezidae	family
Opetiinae	subfamily
Opetia	genus
Platypezinae	subfamily
Paraplatypeza	genus
Platypeza	genus
Sciadoceridae	family
Sciadocera	genus
Pipunculidae	family
Pipunculinae	subfamily
Cephalopsini	tribe
Cephalops	genus
Pipunculini	tribe
Pipunculus	genus
Rhingiini	tribe
Rhingia	genus
Microdontinae	subfamily
Microdon	genus
Toxomerini	tribe
Toxomerus	genus
Australimyzidae	family
Australimyza	genus
Canacidae	family
Procanace	genus
Tethinosoma	genus
Carnidae	family
Meoneura	genus
Chaetochlorops	genus
Incertella	genus
Cryptochetidae	family
Cryptochetum	genus
Milichiidae	family
Paramyia	genus
Atrichoparia	genus
Australoconops	genus
Camrasiconops	genus
Conops	genus
Euconops	genus
Heteroconops	genus
Microconops	genus
Physoconops	genus
Pleurocerina	genus
Smartiomyia	genus
Dalmanniinae	subfamily
Dalmannia	genus
Parazodion	genus
Myopinae	subfamily
Myopa	genus
Sicus	genus
Thecophora	genus
Zodion	genus
Stylogastrinae	subfamily
Stylogaster	genus
Sphyracephala	genus
Teloglabrus	genus
Megamerinidae	family
Megamerina	genus
Chylizinae	subfamily
Chyliza	genus
Loxocera	genus
Somatiidae	family
Somatia	genus
Strongylophthalmyiidae	family
Strongylophthalmyia	genus
Tanypezidae	family
Neotanypeza	genus
Camillidae	family
Camilla	genus
Campichoetidae	family
Campichoeta	genus
Curtonotidae	family
Curtonotum	genus
Diastatidae	family
Diastata	genus
unclassified Drosophila	no rank
Discomyzinae	subfamily
Psilopa	genus
Coenia	genus
Hydrelliinae	subfamily
Hydrellia	genus
Celyphidae	family
Spaniocelyphus	genus
Chamaemyiidae	family
Cremifania	genus
Parochthiphila	genus
Lyciella	genus
Melanina	genus
Nerioidea	superfamily
Cypselosomatidae	family
Rhinopomyzella	genus
Micropezidae	family
Calobatinae	subfamily
Cnodacophora	genus
Compsobata	genus
Taeniapterinae	subfamily
Taeniaptera	genus
Neriidae	family
Telostylinus	genus
Acartophthalmidae	family
Acartophthalmus	genus
Cerodontha	genus
Cerodontha	subgenus
Liriomyza	genus
Anthomyzidae	family
Anthomyza	genus
Mumetopia	genus
Asteiidae	family
Asteiinae	subfamily
Asteia	genus
Aulacigastridae	family
Aulacigaster	genus
Stenomicra	genus
Clusiidae	family
Apiochaeta	genus
Clusia	genus
Clusiodes	genus
Craspedochaeta	genus
Hendelia	genus
Heteromeringia	genus
Sobarocephala	genus
Fergusoninidae	family
Fergusonina	genus
Marginidae	family
Margo	genus
Nannodastiidae	family
Azorastia	genus
Neminidae	family
Nemula	genus
Neurochaetidae	family
Neurochaeta	genus
Odiniidae	family
Neoalticomerus	genus
Odinia	genus
Opomyzidae	family
Geomyza	genus
Opomyza	genus
Periscelididae	family
Cyamops	genus
Periscelis	genus
Planinasus	genus
Teratomyzidae	family
Teratomyza	genus
Xenasteiidae	family
Xenasteia	genus
Coelopidae	family
Coelopinae	subfamily
Coelopellini	tribe
Coelopella	genus
Coelopini	tribe
Coelopa	genus
Lopinae	subfamily
Lopa	genus
Dryomyzidae	family
Dryomyza	genus
Oedoparena	genus
Helcomyzidae	family
Helcomyza	genus
Helosciomyzidae	family
Neosciomyza	genus
Heterocheilidae	family
Heterocheila	genus
Natalimyzidae	family
Natalimyza	genus
Sciomyzidae	family
Coremacera	genus
Dichetophora	genus
Huttonina	genus
Ilione	genus
Neolimnia	genus
Pelidnoptera	genus
Pherbellia	genus
Salticella	genus
Sepedon	genus
Tetanocera	genus
Trypetoptera	genus
Willistoniella	genus
Chyromyidae	family
Chyromyinae	subtribe
Gymnochiromyia	genus
Heleomyzidae	family
Heleomyzinae	subfamily
Suillia	genus
Heteromyzinae	subfamily
Heteromyza	genus
Trixoscelidinae	subfamily
Trixoscelis	genus
Pseudocollinella	genus
Pterogramma	genus
Rachispoda	genus
Ctenostylidae	family
Nepaliseta	genus
Lonchaeidae	family
Lonchaea	genus
Pallopteridae	family
Palloptera	genus
Toxonevra	genus
Piophilidae	family
Piophilinae	subfamily
Mycetaulus	genus
Platystomatidae	family
Platystomatinae	subfamily
Rivellia	genus
unclassified Platystomatidae	no rank
Lamprogaster	genus
Pyrgotidae	family
Cardiacera	genus
Pyrgota	genus
Richardiidae	family
Richardia	genus
Tachiniscinae	subfamily
Tachiniscini	tribe
Tachinisca	genus
Tephritinae	subfamily
Cecidocharini	tribe
Procecidochares	genus
Tephritini	tribe
Tephritis genus group	no rank
Trupanea	genus
Ulidiidae	family
Otitinae	subfamily
Herina	genus
Melieria	genus
Austenina	subgenus
Hippoboscinae	subfamily
Hippobosca	genus
Melophagus	genus
Crataerina	genus
Ortholfersia	genus
Pseudolynchia	genus
Stenepteryx	genus
Megistopoda	genus
Paratrichobius	genus
Hydrophoria	genus
Azeliinae	subfamily
Reinwardtiini	tribe
Muscina	genus
Coenosiinae	subfamily
Limnophorini	tribe
Spilogona	genus
Mesembrina	genus
Stomoxys	genus
Cordilura	genus
Cordilura	subgenus
Auchmeromyiinae	subfamily
Auchmeromyia	genus
Cordylobia	genus
Verticia	genus
Cynomya	genus
Onesia	genus
Chrysomya	genus
Phormini	tribe
Phormia	genus
Protocalliphora	genus
Protophormia	genus
Hemipyrellia	genus
Mesembrinellinae	subfamily
Mesembrinella	genus
Polleniinae	subfamily
Pollenia	genus
Mystacinobiidae	family
Mystacinobia	genus
Gasterophilinae	subfamily
Gasterophilus	genus
Oestrinae	subfamily
Oestrus	genus
Rhiniidae	family
Isomyia	genus
Rhinophoridae	family
Axinia	genus
Phyto	genus
Rhinophora	genus
Liopygia	subgenus
Sarcophaga	subgenus
Cyrtophleba	genus
Siphona	genus
Epalpus	genus
Atelestidae	family
Atelestus	genus
Dolichopodidae	family
Neurigoninae	subfamily
Neurigona	genus
Empidinae	subfamily
Clinocera	genus
Microphorinae	subfamily
Parathalassius	genus
Trichopezinae	subfamily
Heterophlebus	genus
Hybotidae	family
Hybotinae	subfamily
Hybos	genus
Ocydromiinae	subfamily
Ocydromia	genus
Acrocera	genus
Actina	genus
Eulonchus	genus
Lasia	genus
Psilodera	genus
Thyllis	genus
Turbopsebius	genus
Nemestrinidae	family
Hirmoneurinae	subfamily
Hirmoneura	genus
Nemestrininae	subfamily
Trichophthalma	genus
unclassified Trichophthalma	no rank
Xylomyidae	family
Xylomya	genus
Athericidae	family
Atherix	genus
Dasyomma	genus
Austroleptidae	family
Austroleptis	genus
Oreoleptidae	family
Oreoleptis	genus
Pelecorhynchidae	family
Glutops	genus
Rhagionidae	family
Arthroceras	genus
Arthroteles	genus
Atherimorpha	genus
Bolbomyia	genus
Chrysopilus	genus
Litoleptis	genus
Ptiolina	genus
Rhagio	genus
Spania	genus
Spaniopsis	genus
Symphoromyia	genus
Tabanini	tribe
Tabanus	genus
Vermileonidae	family
Vermileo	genus
Pantophthalmidae	family
Pantophthalmus	genus
Xylophagidae incertae sedis	subfamily
Heterostomus	genus
Axymyiomorpha	infraorder
Axymyiidae	family
Axymyia	genus
unclassified Cecidomyiidae	no rank
Manota	genus
Pseudobrachypeza	genus
Leptomorphus	genus
Agathon	genus
Blepharicera	genus
Stilobezziini	tribe
Stilobezzia	genus
Forcipomyiinae	subfamily
Forcipomyia	genus
Metaforcipomyia	subgenus
Orthocladius	genus
Parasimuliinae	subfamily
Parasimulium	genus
unclassified Parasimulium	no rank
Chaoborinae	subfamily
Chaoborus	genus
Anapausis	genus
Perissommatidae	family
Perissomma	genus
Synneuridae	family
Synneuron	genus
Bittacomorphinae	subfamily
Bittacomorpha	genus
Mischoderus	genus
Cylindrotoma	genus
Chioneinae	subfamily
Atarba	genus
Chionea	genus
Cladura	genus
Gnophomyia	genus
Gonomyia	genus
Hoplolabis	genus
Molophilus	genus
Dactylolabinae	subfamily
Dactylolabis	genus
Eriopterinae	subfamily
Erioptera	genus
Symplecta	genus
Euphylidorea	genus
Hexatoma	genus
Limnophila	genus
Pilaria	genus
Prionolabis	genus
Prolimnophila	genus
Antocha	genus
Dicranomyia	genus
Dicranoptycha	genus
Elephantomyia	genus
Geranomyia	genus
Helius	genus
Libnotes	genus
Limonia	genus
Lipsothrix	genus
Metalimnobia	genus
Dicranota	genus
Tricyphona	genus
Uliinae	subfamily
Ula	genus
Brachypremna	genus
Triplicitipula	subgenus
Nomadini	tribe
Nomada	genus
Fopius	genus
unclassified Tenthredinidae	no rank
Venustoraphidia	genus
Xanthostigma	genus
Huaina	genus
Adelungiinae	subfamily
Platyproctus	genus
Agalliinae	subfamily
Aceratagallia	genus
Aphrodinae	subfamily
Anoscopus	genus
Aphrodes	genus
Anoterostemmini	tribe
Doratura	genus
Leofa	genus
Bathysmatophorini	tribe
Bathysmatophorus	genus
Hylaius	genus
Lystridea	genus
Plesiommata	genus
Mileewini	tribe
Amahuaka	genus
Paraulacizes	genus
Coelidiinae	subfamily
Jikradia	genus
Tinobregmus	genus
Acinopterus	genus
Aconurella	genus
Afrovarta	genus
Athysanella	genus
Balclutha	genus
Bonaspeia	genus
Chiasmus	genus
Chimaerotettix	genus
Citorus	genus
Cochlorhinus	genus
Dalbulus	genus
Doraturopsis	genus
Eusama	genus
Exitianus	genus
Fieberiella	genus
Gcaleka	genus
Hecalus	genus
Hirsutula	genus
Icaia	genus
Ikelibeloha	genus
Japananus	genus
Kinrentius	genus
Laevicephalus	genus
Listrophora	genus
Macrosteles	genus
Neomohunia	genus
Occinirvana	genus
Orosius	genus
Penthimidia	genus
Picchusteles	genus
Placidellus	genus
Polyamia	genus
Scaphoideus	genus
Scaphytopius	genus
Stenometopiellus	genus
Stirellus	genus
Xenovarta	genus
unclassified Deltocephalinae	no rank
Dorycephalinae	subfamily
Dorycara	genus
Eupelicinae	subfamily
Eupelix	genus
Eurymelinae	subfamily
Eurymeloides	genus
Evacanthinae	subfamily
Friscanus	genus
Pagaronia	genus
Iassinae	subfamily
Batracomorphus	genus
Bythonia	genus
Krisna	genus
Momoria	genus
Penestragania	genus
Scaroidana	genus
Trocnada	genus
Idiocerinae	subfamily
Rhytidodus	genus
Zaletta	genus
Koebeliinae	subfamily
Koebelia	genus
Proranus	genus
Stenocotis	genus
Xerophloea	genus
Macropsinae	subfamily
Macropsis	genus
Pediopsoides	genus
Megophthalminae	subfamily
Tiaja	genus
Neobelinae	subfamily
Calliscarta	genus
Neocoelidiinae	subfamily
Biza	genus
Chinaia	genus
Neocoelidia	genus
Nioniinae	subfamily
Nionia	genus
Nirvaninae	subfamily
Nirvana	genus
Penthimiinae	subfamily
Penthimia	genus
Scarinae	subfamily
Gyponana	genus
Prairiana	genus
Selenocephalinae	subfamily
Selenocephalus	genus
Tartessinae	subfamily
Neotartessus	genus
Alebrini	tribe
Alebra	genus
Erythroneurini	tribe
Mitjaevia	genus
Ulopa	genus
Xestocephalinae	subfamily
Portanus	genus
Xestocephalus	genus
Cyphotes	genus
Euritea	genus
Heteronotus	genus
Horiola	genus
Hypsoprorachis	genus
Lallemandia	genus
Membracis	genus
Notogonioides	genus
Poppea	genus
Publilia	genus
Thrasymedes	genus
Tolania	genus
Trachytalis	genus
Pemmation	genus
Bakerella	genus
Bostaera	genus
Chionomus	genus
Liburniella	genus
Pissonotus	genus
Sardia	genus
Toya	genus
Lappida	genus
Petrusa	genus
Enhydria	genus
Xosophara	genus
Cathedra	genus
Poiocerinae	subfamily
Poblicia	genus
Oeclidius	genus
Quilessa	genus
Makota	genus
Onycta	genus
Biolleyana	genus
Hemiodoecus	genus
Peloridora	genus
Ancoraphylus	genus
Arctostaphylocoris	genus
Aurantiocoris	genus
Plesiodema	genus
Dichelops	genus
Coccidae	family
Ceroplastes	genus
Apachyus	genus
Pachymantis	genus
Photiomantis	genus
Antistia	genus
Miopteryginae	subfamily
Miobantia	genus
Pseudomusonia	genus
Musonia	genus
unclassified Thespinae	no rank
Mantophasma	genus
Kassongia	genus
Leptacris	genus
Temnomastacinae	subfamily
Temnomastax	genus
Barythericleinae	subfamily
Orienscopia	genus
Modicogryllus	genus
Asteliaphasma	genus
Micrarchus	genus
Niveaphasma	genus
Spinotectarchus	genus
Tectarchus	genus
Acanthoxylini	tribe
Acanthoxyla	genus
Argosarchus	genus
Clitarchus	genus
Pseudoclitarchus	genus
Hermarchus	genus
Graeffea	genus
Cnipsus	genus
Chitoniscus	genus
Zealeuctra	genus
Siphluriscus	genus
Asiagomphus	genus
Caliaeschna	genus
Gomphaeschna	genus
Leptogomphus	genus
Microgomphus	genus
Hypopetalia	genus
Anotogaster	genus
Gomphomacromia	genus
Idomacromia	genus
Tetragoneuria	genus
Aethriamanta	genus
Agrionoptera	genus
Argyrothemis	genus
Atoconeura	genus
Bironides	genus
Brachymesia	genus
Brechmorhoga	genus
Cratilla	genus
Deielia	genus
Diastatops	genus
Diplacina	genus
Elga	genus
Eothemis	genus
Fylgia	genus
Hemistigma	genus
Huonia	genus
Idiataphe	genus
Ladona	genus
Lyriothemis	genus
Malgassophlebia	genus
Miathyria	genus
Micrathyria	genus
Nannophya	genus
Nannophyopsis	genus
Notiothemis	genus
Oligoclada	genus
Olpogastra	genus
Orthemis	genus
Porpacithemis	genus
Pseudothemis	genus
Rhodothemis	genus
Rhyothemis	genus
Tetrathemis	genus
Thermochoria	genus
Thermorthemis	genus
Tholymis	genus
Uracis	genus
Urothemis	genus
Zenithoptera	genus
Zyxomma	genus
Neopetaliidae	family
Neopetalia	genus
Synthemiopsis	genus
Dromogomphus	genus
Stylogomphus	genus
Stylurus	genus
Aristocypha	genus
Chromagrion	genus
Calicnemia	genus
Pseudostigma	genus
Peripatus	genus
Batillipedidae	family
Batillipes	genus
Tanarctus	genus
Stygarctidae	family
Stygarctus	genus
Benhamiona	genus
Parachilota	genus
Goiascolex	genus
Rhinodrilus	genus
Toutellus	genus
Oenone	genus
Eulepethus	genus
Fauveliopsis	genus
Goodallia	genus
unclassified Semelidae	no rank
Nitidotellina	genus
Pronodularia	genus
Nodularia	genus
Jupiteria	genus
Nucinella	genus
Diluvarca	genus
Nipponarca	genus
Cosa	genus
Urumella	genus
Pycnodonte	genus
Lopha	genus
Anguipecten	genus
Gloripallium	genus
Mizuhopecten	genus
Nautiloidea	subclass
Nautilida	order
Nautilidae	family
Nautilus	genus
Cipangopaludina	genus
Janthina	genus
Marstonia	genus
Graphis	genus
Pleuroceridae	family
Juga	genus
Pleurocera	genus
Sagdidae	family
Sagda	genus
Achatina	genus
Cochlitoma	genus
Eutomopeas	genus
Tortaxis	genus
Coeliaxidae	family
Coeliaxis	genus
Pyrgina	genus
Ferussaciidae	family
Cecilioides	genus
Ferussacia	genus
Glessulidae	family
Glessula	genus
Subulinidae	family
Allopeas	genus
Bocageia	genus
Lamellaxis	genus
Leptinaria	genus
Paropeas	genus
Riebeckia	genus
Rumina	genus
Subulina	genus
Subulona	genus
Xerocerastus	genus
Zootecus	genus
Thyrophorellidae	family
Thyrophorella	genus
Helicodiscidae	family
Helicodiscus	genus
Camaenoidea	superfamily
Camaenidae	family
Apoecus	genus
Laminiferinae	subfamily
Nenia	genus
Geomitridae	family
Cochlicella	genus
Orthalicoidea	superfamily
Bulimulidae	family
Bulimulus	genus
Coelociontidae	family
Coelocion	genus
Polygyroidea	superfamily
Polygyridae	family
Polygyra	genus
Praticolella	genus
Streptaxoidea	superfamily
Streptaxidae	family
Gibbulinella	genus
Gonaxis	genus
Gonospira	genus
Urocoptoidea	superfamily
Cerionidae	family
Cerion	genus
Epirobiidae	family
Epirobia	genus
Eucalodiidae	family
Eucalodium	genus
Urocoptidae	family
Anisospira	genus
Archegocoptis	genus
Autocoptis	genus
Brachypodella	genus
Coelostemma	genus
Dissotropis	genus
Hendersoniella	genus
Holospira	genus
Macroceramus	genus
Microceramus	genus
Simplicervix	genus
Torrecoptis	genus
Vitrinoidea	superfamily
Zonitidae	family
Mesomphix	genus
Striadorbis	genus
Ferrissia	genus
Austropeplea	genus
Menetus	genus
Cornirostridae	family
Cornirostra	genus
Valvatidae	family
Valvata	genus
Patelloida	genus
Episiphon	genus
Paradrepanophoridae	family
Paradrepanophorus	genus
Otostephanos	genus
Zelinkiella	genus
Wulguru	genus
Notocelis	genus
Ascopariidae	family
Ascoparia	genus
Anthostella	genus
Neoaiptasia	genus
Protopalythoa	genus
Placogorgia	genus
Parasphaerascleridae	family
Parasphaerasclera	genus
Codonium	genus
Hydrocorynidae	family
Hydrocoryne	genus
Lafoeidae	family
Lafoea	genus
Olindiasidae	family
Cubaia	genus
Gonionemus	genus
Scolionema	genus
Bathykorus	genus
Solmarisidae	family
Pegantha	genus
Solmaris	genus
Halitrephes	genus
Arctapodema	genus
Benthocodon	genus
Colobonema	genus
Pectis	genus
Schulmania	genus
unclassified Heteropiidae	no rank
Leucettusa	genus
Ascaltis	genus
Stromatospongia	genus
Pararhaphoxya	genus
Arenosclera	genus
Dactylia	genus
Zyzzya	genus
Psammoclema	genus
Isociella	subgenus
unclassified Hemiasterellidae	no rank
Pachastrellidae	family
Pachastrella	genus
Acanthodendrilla	genus
Narrabeena	genus
Porphyria	genus
Norrisiella	genus
Filoreta	genus
unclassified Polycystinea	no rank
Melobesia	genus
Rhodenigma	genus
Grania	genus
unclassified Acrochaetiales	no rank
Actinotrichia	genus
Tricleocarpa	genus
Whidbeyella	genus
Dotyophycus	genus
Patenocarpus	genus
Titanophycus	genus
Trichogloea	genus
Rhodophysemopsis	genus
Rhodonematella	genus
Chauviniella	genus
Claudea	genus
Delesseria	genus
Heterodoxia	genus
Neoharaldiophyllum	genus
Patulophycus	genus
Phrix	genus
Amplisiphonia	genus
Chondrophycus	genus
Ohelopapa	genus
Yuzurua	genus
Lophurella	genus
