	taxonomy	organism_name
17163	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema caldarium
17164	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema	Treponema stenostreptum
17165	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Rectinema	Rectinema cohabitans
17166	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Rectinema	Rectinema subterraneum
17167	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetales_incertae_sedis;Exilispira	Exilispira thermophila
17168	Bacteria;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira	Brachyspira innocens
17169	Bacteria;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira	Brachyspira murdochii
17170	Bacteria;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira	Brachyspira hyodysenteriae
17171	Bacteria;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira	Brachyspira suanatina
17172	Bacteria;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira	Brachyspira intermedia
17173	Bacteria;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira	Brachyspira alvinipulli
17174	Bacteria;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira	Brachyspira hampsonii
17175	Bacteria;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira	Brachyspira pilosicoli
17176	Bacteria;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira	Brachyspira aalborgi
17177	Bacteria;Spirochaetota;Spirochaetia;Brevinematales;Brevinemataceae;Brevinema	Brevinema andersonii
17178	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira langatensis
17179	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira sarikeiensis
17180	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira semungkisensis
17181	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira haakeii
17182	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira selangorensis
17183	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira neocaledonica
17184	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira saintgironsiae
17185	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira koniambonensis
17186	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira johnsonii
17187	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira hartskeerlii
17188	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira wolffii
17189	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira andrefontaineae
17190	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira venezuelensis
17191	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira dzoumogneensis
17192	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira licerasiae
17193	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira broomii
17194	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira fainei
17195	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira fletcheri
17196	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira perolatii
17197	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira inadai
17198	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira tipperaryensis
17199	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira stimsonii
17200	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira putramalaysiae
17201	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira adleri
17202	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira gomenensis
17203	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira alstonii
17204	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira barantonii
17205	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira kmetyi
17206	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira dzianensis
17207	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira yasudae
17208	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira ellisii
17209	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira borgpetersenii
17210	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira weilii
17211	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira mayottensis
17212	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira alexanderi
17213	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira interrogans
17214	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira kirschneri
17215	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira noguchii
17216	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira santarosai
17217	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira bandrabouensis
17218	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira bouyouniensis
17219	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira kemamanensis
17220	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira harrisiae
17221	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira montravelensis
17222	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira meyeri
17223	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira wolbachii
17224	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira ellinghausenii
17225	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira jelokensis
17226	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira levettii
17227	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira yanagawae
17228	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira congkakensis
17229	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira mtsangambouensis
17230	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira noumeaensis
17231	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira bourretii
17232	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira brenneri
17233	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira perdikensis
17234	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira terpstrae
17235	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira vanthielii
17236	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira biflexa
17237	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira ryugenii
17238	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira idonii
17239	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira ognonensis
17240	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira ilyithenensis
17241	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira	Leptospira kobayashii
17242	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptonema	Leptonema illini
17243	Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Turneriella	Turneriella parva
17244	Bacteria;Acidobacteriota;Holophagae;Thermotomaculales;Thermotomaculaceae;Thermotomaculum	Thermotomaculum hydrothermale
17245	Bacteria;Pseudomonadota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus	Syntrophorhabdus aromaticivorans
17246	Bacteria;Atribacterota;Atribacteria;Atribacterales;Atribacteraceae;Atribacter	Atribacter laminatus
17247	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho	Thermosipho atlanticus
17248	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho	Thermosipho ferrireducens
17249	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho	Thermosipho geolei
17250	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho	Thermosipho activus
17251	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho	Thermosipho globiformans
17252	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho	Thermosipho japonicus
17253	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho	Thermosipho africanus
17254	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho	Thermosipho affectus
17255	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho	Thermosipho melanesiensis
17256	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium	Fervidobacterium gondwanense
17257	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium	Fervidobacterium riparium
17258	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium	Fervidobacterium nodosum
17259	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium	Fervidobacterium changbaicum
17260	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium	Fervidobacterium islandicum
17261	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium	Fervidobacterium pennivorans
17262	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium	Fervidobacterium thailandense
17263	Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Pseudothermotoga	Pseudothermotoga lettingae
17264	Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Pseudothermotoga	Pseudothermotoga subterranea
17265	Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Pseudothermotoga	Pseudothermotoga elfii
17266	Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga	Thermotoga profunda
17267	Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Pseudothermotoga	Pseudothermotoga hypogea
17268	Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga	Thermotoga caldifontis
17269	Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Pseudothermotoga	Pseudothermotoga thermarum
17270	Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga	Thermotoga maritima
17271	Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga	Thermotoga neapolitana
17272	Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga	Thermotoga petrophila
17273	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga	Petrotoga halophila
17274	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga	Petrotoga miotherma
17275	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga	Petrotoga olearia
17276	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga	Petrotoga sibirica
17277	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga	Petrotoga mexicana
17278	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga	Petrotoga mobilis
17279	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga	Defluviitoga tunisiensis
17280	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Geotoga	Geotoga petraea
17281	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Geotoga	Geotoga subterranea
17282	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Oceanotoga	Oceanotoga teriensis
17283	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Tepiditoga	Tepiditoga spiralis
17284	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga	Marinitoga arctica
17285	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga	Marinitoga hydrogenitolerans
17286	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga	Marinitoga okinawensis
17287	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga	Marinitoga litoralis
17288	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga	Marinitoga camini
17289	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga	Marinitoga lauensis
17290	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga	Marinitoga piezophila
17291	Bacteria;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;Kosmotoga	Kosmotoga arenicorallina
17292	Bacteria;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;Kosmotoga	Kosmotoga pacifica
17293	Bacteria;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;Kosmotoga	Kosmotoga olearia
17294	Bacteria;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;Kosmotoga	Kosmotoga shengliensis
17295	Bacteria;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;Mesotoga	Mesotoga infera
17296	Bacteria;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;Mesotoga	Mesotoga prima
17297	Bacteria;Thermotogota;Thermotogae;Mesoaciditogales;Mesoaciditogaceae;Athalassotoga	Athalassotoga saccharophila
17298	Bacteria;Thermotogota;Thermotogae;Mesoaciditogales;Mesoaciditogaceae;Mesoaciditoga	Mesoaciditoga lauensis
17299	Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter	Coprothermobacter platensis
17300	Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter	Coprothermobacter proteolyticus
17301	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Dethiosulfovibrio	Dethiosulfovibrio acidaminovorans
17302	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Dethiosulfovibrio	Dethiosulfovibrio russensis
17303	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Dethiosulfovibrio	Dethiosulfovibrio marinus
17304	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Dethiosulfovibrio	Dethiosulfovibrio peptidovorans
17305	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Dethiosulfovibrio	Dethiosulfovibrio salsuginis
17306	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter	Pyramidobacter piscolens
17307	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter	Pyramidobacter porci
17308	Bacteria;Synergistota;Synergistota_incertae_sedis;Synergistota_incertae_sedis;Synergistota_incertae_sedis;Rarimicrobium	Rarimicrobium hominis
17309	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Jonquetella	Jonquetella anthropi
17310	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminobacterium	Aminobacterium colombiense
17311	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminobacterium	Aminobacterium mobile
17312	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminobacterium	Aminobacterium thunnarium
17313	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminivibrio	Aminivibrio pyruvatiphilus
17314	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Fretibacterium	Fretibacterium fastidiosum
17315	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Lactivibrio	Lactivibrio alcoholicus
17316	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio	Thermanaerovibrio acidaminovorans
17317	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio	Thermanaerovibrio velox
17318	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminomonas	Aminomonas paucivorans
17319	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Cloacibacillus	Cloacibacillus evryensis
17320	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Cloacibacillus	Cloacibacillus porcorum
17321	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Synergistes	Synergistes jonesii
17322	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminiphilus	Aminiphilus circumscriptus
17323	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermovirga	Thermovirga lienii
17324	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium	Acetomicrobium flavidum
17325	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium	Acetomicrobium mobile
17326	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium	Acetomicrobium thermoterrenum
17327	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium	Acetomicrobium hydrogeniformans
17328	Bacteria;Synergistota;Synergistota_incertae_sedis;Synergistota_incertae_sedis;Thermosynergistaceae;Thermosynergistes	Thermosynergistes pyruvativorans
17329	Bacteria;Caldisericota;Caldisericia;Caldisericales;Caldisericaceae;Caldisericum	Caldisericum exile
17330	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Hydrogenivirga	Hydrogenivirga caldilitoris
17331	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Hydrogenivirga	Hydrogenivirga okinawensis
17332	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Aquifex	Aquifex pyrophilus
17333	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Thermocrinis	Thermocrinis albus
17334	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Thermocrinis	Thermocrinis jamiesonii
17335	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Thermocrinis	Thermocrinis ruber
17336	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter	Hydrogenobacter subterraneus
17337	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Thermothrix	Thermothrix azorensis
17338	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Thermocrinis	Thermocrinis minervae
17339	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter	Hydrogenobacter hydrogenophilus
17340	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter	Hydrogenobacter thermophilus
17341	Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Hydrogenobaculum	Hydrogenobaculum acidophilum
17342	Bacteria;Aquificota;Aquificae;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium	Sulfurihydrogenibium azorense
17343	Bacteria;Aquificota;Aquificae;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium	Sulfurihydrogenibium rodmanii
17344	Bacteria;Aquificota;Aquificae;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium	Sulfurihydrogenibium kristjanssonii
17345	Bacteria;Aquificota;Aquificae;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium	Sulfurihydrogenibium subterraneum
17346	Bacteria;Aquificota;Aquificae;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium	Sulfurihydrogenibium yellowstonense
17347	Bacteria;Aquificota;Aquificae;Aquificales;Hydrogenothermaceae;Venenivibrio	Venenivibrio stagnispumantis
17348	Bacteria;Aquificota;Aquificae;Aquificales;Hydrogenothermaceae;Hydrogenothermus	Hydrogenothermus marinus
17349	Bacteria;Aquificota;Aquificae;Aquificales;Hydrogenothermaceae;Persephonella	Persephonella guaymasensis
17350	Bacteria;Aquificota;Aquificae;Aquificales;Hydrogenothermaceae;Persephonella	Persephonella hydrogeniphila
17351	Bacteria;Aquificota;Aquificae;Aquificales;Hydrogenothermaceae;Persephonella	Persephonella marina
17352	Bacteria;Aquificota;Aquificae;Aquificales;Desulfurobacteriaceae;Phorcysia	Phorcysia thermohydrogeniphila
17353	Bacteria;Aquificota;Aquificae;Aquificales;Desulfurobacteriaceae;Thermovibrio	Thermovibrio ruber
17354	Bacteria;Aquificota;Aquificae;Aquificales;Desulfurobacteriaceae;Balnearium	Balnearium lithotrophicum
